"name"|"offerID"
"Lenovo?ThinkPad E580 20KS 8th Gen Intel Core i7-8550U Quad-Core 1.8GHz Notebook PC - 8GB RAM 500GB HDD 15.6in IPS 1920 x 1080 (Full HD) UHD Graphics 620 Wi-Fi Bluetooth Microsoft Windows 10 Pro 64-bit - Black?(20KS003LUS)"|"macmall_40"
"Lenovo?ThinkPad E580 20KS 8th Gen Intel Core i7-8550U Quad-Core 1.8GHz Notebook PC - 8GB RAM 500GB HDD 15.6in IPS 1920 x 1080 (Full HD) UHD Graphics 620 Wi-Fi Bluetooth Microsoft Windows 10 Pro 64-bit - Black?(20KS003LUS)"|"pcmg_38"
"Hewlett Packard 15.6in 450PBG3 i56200U 500GB 8G"|"buydig_390"
"HP - Pavilion 15.6in Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 1TB Hard Drive - HP Sand Blast Matte Finish In Ceramic White"|"bestbuy_666"
"Lenovo ThinkPad E480 20KN008GUS 14in LCD Notebook"|"antonline_801"
"HP 1BS16UT ProBook 15.6&ampquot Laptop Intel Core i5 4GB Memory 500GB Hard Drive Black "|"truecurate_342"
"LENOVO 20KN008GUS E480W10PI34GB500GB1YR"|"techcrave_198"
"Lenovo 20LF000PUS Ts x1 yoga gen3 i5 16gb 256gb"|"savingslots_81"
"LENOVO 20LB0019US P52SW10PI716G1TB3YR"|"techcrave_232"
"HP Omen 17 Notebook Intel Core i7-7820HK 8th Gen 256 GB SSD"|"rlsteinway_65"
"HP 1JD35UTNo.ABA 15.6 in. G4 Mobile Workstation"|"massgenie_163"
"HP 11.6in Chromebook w/ Intel Celeron N3060 4GB RAM & 16GB eMMC"|"walmart_754"
"Lenovo?ThinkPad X1 Yoga 20LD Flip design 8th Gen Intel Core i5-8350U Quad-Core 1.7GHz - 16GB RAM 256GB SSD TCG Opal Encryption 2 NVMe 14in IPS touchscreen 1920 x 1080 (Full HD) UHD Graphics 620 Wi-Fi Bluetooth Microsoft Windows 10 Pro 64-bit - Black?(20LD001DUS)"|"pcmg_614"
"Lenovo 20KH002RUS ThinkPad X1 Carbon 14&ampquot Laptop Intel Core i7 16GB Memory 512GB Solid State Drive Black "|"truecurate_423"
"Lenovo - ThinkPad X1 Carbon 14in Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Black"|"bestbuy_823"
"HP 1GE45UT EliteBook 14&ampquot Laptop Intel Core i7 16GB Memory 512GB Solid State Drive Silver "|"truecurate_1"
"HP COMMERCIAL SPECIALTY 1MP26UTABA ZBk15G4 i77700HQ 8G 256G 15.6"|"massgenie_455"
"HP 15.6in 250 G6 Series Notebook"|"sdicraft_199"
"Hp business 4jb95utaba 745g5 r7-2700u 14 8gb/256 pc"|"massgenie_962"
"ASUS ROG Strix Scar Edition GL703GS-DS74 17.3in Gaming Laptop Computer - Black Intel Core i7-8750H Processor 2.2GHz  NVIDIA GeForce GTX 1070 8GB GDDR5  16GB DDR4-2666 RAM  256GB SSD+1TB 5400RPM SSHD FireCuda"|"microcenter_117"
"Lenovo 20L7001YUS ThinkPad T480s 14&ampquot Laptop Intel Core i7 16GB Memory 512GB Solid State Drive Black "|"truecurate_464"
"Lenovo 20KS003QUS ThinkPad E580 15.6&ampquot Laptop Intel Core i5 8GB Memory 256GB Solid State Drive Black Black "|"truecurate_463"
"Lenovo 20KS003QUS Ts e580 i5 8gb 256gb"|"savingslots_508"
"HP ProBook x360 440 G1"|"howardcomputer_1563"
"HP ProBook x360 440 G1 14in 2-in-1 Laptop Computer - Silver Intel Core i5-8250U Processor 1.6GHz  8GB DDR4 RAM  256GB Solid State Drive  Intel UHD Graphics 620"|"microcenter_43"
"HP V1P79UTABA SBUY 650/i5-6300U/15.6/8GB/500GB"|"techcrave_137"
"HP 2XM87UTABA SBUY EB1040G4/i7-7500U/14/8GB/512GB"|"techcrave_70"
"HP Inc.?EliteBook 1040 G4 7th Gen Intel Core i7-7500U Dual-Core 2.9GHz 8GB RAM 512GB SSD NVMe TLC 14in IPS touchscreen 1920 x 1080 (Full HD) HD Graphics 620 Wi-Fi NFC Bluetooth Microsoft Windows 10 Pro 64-bit - Natural Silver Diamond Cut Design kbd: US?(2XM87UTABA)"|"pcmg_532"
"Lenovo 330-15IKB Touch 81DJ"|"howardcomputer_1489"
"Lenovo 81DJ0000US 330-15IKBR Touch 15.6&ampquot Touch-Screen Laptop Intel Core i7 16GB Memory NVIDIA GeForce MX150 1TB Hard Drive Platinum Gray "|"truecurate_251"
"Lenovo - 330-15IKBR Touch 15.6in Touch-Screen Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce MX150 - 1TB Hard Drive - Platinum Gray"|"bestbuy_736"
"HP Inc.?Smart Buy ZBook 15 G3 Intel Core i7-6700HQ Quad-Core 2.60GHz Mobile Workstation - 8GB RAM 1TB HDD 15.6in LED FHD Gigabit Ethernet 802.11ac Bluetooth Webcam TPM + Fingerprint Reader 9-cell 90 Wh Li-Ion Polymer?(V2W06UTABA)"|"pcmg_284"
"HP V2W06UT Zbk3 15 i7 6700 1t 8g w7 10"|"savingslots_218"
"Lenovo 81HG001HUS 17.3&ampquot Laptop Intel Core i5 16GB Memory NVIDIA GeForce GTX 1050 Ti 1TB Hard Drive + 128GB Solid State Black "|"truecurate_514"
"LENOVO 20L5000UUS T480W10Pi78G256G3yr"|"techcrave_209"
"Lenovo?ThinkPad T480 20L5 8th Gen Intel Core i7-8550U Quad-Core 1.80GHz Notebook PC - 8GB RAM 256GB SSD M.2 PCIe NVMe Opal2 14in FHD (1920x1080) IPS Display Intel UHD Graphics 620 Intel 8265ac 2x2 + BT4.1 720p Camera Windows 10 Pro 64 - TopSeller?(20L5000UUS)"|"macmall_268"
"Dell Latitude 5590 15.6in Intel Core i7 8th Gen LCD Notebook"|"antonline_1055"
"HP Envy 13.3in Touch Screen Laptop Intel Core i7 (8th Gen) 8GB RAM 256GB SSD Silver"|"antonline_292"
"Hewlett Packard 745G5 R7-2700U 14 16GB/512 PC"|"buydig_465"
"Lenovo ThinkPad T480s 14in Laptop Computer - Black Intel Core i7-8650U Processor 1.9GHz  16GB DDR4 RAM  512GB Solid State Drive  Intel UHD Graphics 620"|"microcenter_120"
"Lenovo IdeaPad Flex 6-14IKB 81EM0008US 14in Touchscreen LCD 2 in 1 Notebook"|"antonline_861"
"HP 4LB46UT 14 probook 645g4 r52500u"|"savingslots_472"
"ASUS X540UADB51 VivoBook 15 15.6&ampquot Laptop Intel Core i5 8GB Memory 1TB + Hybrid Hard Drive Black "|"truecurate_475"
"Lenovo - ThinkPad X1 Yoga 2-in-1 14in Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Black"|"bestbuy_829"
"Lenovo 80NW0030US Y700 touch 15.6 i7 16gb 256gb"|"savingslots_378"
"Dell 14in i5 8400H 8GB 256GB"|"buydig_286"
"ASUS - Flip C213SA 2-in-1 11.6in Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Gray dark gray"|"bestbuy_305"
"MSI GS63VR Stealth Pro 674 VR Ready Gaming Laptop"|"cukusa_76"
"HP Inc.?SmartBuy ZBook 15 G4 7th Gen Intel Core i7-7820HQ 2.9GHz Mobile Workstation - 16GB RAM 512GB SSD Z Turbo Drive NVMe 15.6in 1920 x 1080 (Full HD) Quadro M2200 / HD Graphics 630 Microsoft Windows 10 Pro 64-bit?(1JD35UTABA)"|"pcmg_48"
"HP EliteBook 840 G4 14in Touchscreen LCD Notebook"|"antonline_345"
"HP Inc.?Smart Buy EliteBook 840 G4 Intel Core i7-7500U 2.7GHz Ultrabook - 16GB RAM 512GB SSD 14in LED QHD UWVA Anti-Glare Gigabit Ethernet 8265 AC 2x2 WiFi Bluetooth 4.2 Webcam 3-Cell 51Whr Li-Ion Polymer Long Life Battery?(1GE45UTABA)"|"pcmg_215"
"HP Inc.?Smart Buy EliteBook 840 G4 Intel Core i5-7300U 2.6GHz Ultrabook - 16GB RAM 512GB SSD 14in LED QHD UWVA Anti-Glare Gigabit Ethernet 8265 AC 2x2 WiFi Bluetooth 4.2 Webcam 3-Cell 51Whr Li-Ion Polymer Long Life Battery?(1GE43UTABA)"|"pcmg_699"
"Dell?Latitude 5591 8th Gen Intel Core i5-8400H 2.5GHz Notebook PC - 8GB RAM 256GB SSD NVMe Class 40 15.6in 1920 x 1080 (Full HD) UHD Graphics 630 WiFi Bluetooth Microsoft Windows 10 Pro 64-bit?(XX14F)"|"pcmg_667"
"HP Inc.?Pavilion Gaming 15-cx0020nr 8th Gen Intel Core i5-8300H Quad-Core 2.3GHz Notebook PC - 8GB RAM 1TB HDD (16GB SSD cache) 15.6in IPS 1920 x 1080 (Full HD) GF GTX 1050 Ti Wi-Fi Bluetooth Microsoft Windows 10 Home?(3WF00UAABA)"|"macmall_434"
"Asus UX550VEDB71T 15.6&ampquot Touch-Screen Laptop Intel Core i7 16GB Memory NVIDIA GeForce GTX 1050 Ti 512GB Solid State Drive Matte black "|"truecurate_275"
"Asus GM501GSXS74 ROG Zephyrus 15.6&ampquot Laptop Intel Core i7 16GB Memory NVIDIA GeForce GTX 1070 1TB Hybrid Drive + 256GB SSD Black "|"truecurate_147"
"Acer - TravelMate 15.6in Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Black"|"bestbuy_128"
"HP Chromebook 11-v010nr 11.6in Laptop Computer - Gray Intel Celeron N3060 Processor 1.6GHz  Chrome OS  4GB LPDDR3 Onboard RAM  16GB eMMC Storage"|"microcenter_46"
"HP Chromebook Anodized Silver Laptop Computer"|"abt_89"
"HP EliteBook 1020 x360 G2 - 12.5in FHD Intel i7-7600U - 16GB - 512 GB NVME -  HD 615 - backlit - HD cam - W10P-64 - 2UE51UTABA"|"nautilusnet_29"
"Dell - 15.6in Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1060 - 1TB Hard Drive + 128GB Solid State Drive - Black"|"bestbuy_384"
"Asus ZenBook Pro UX550VE-DB71T 15.6in Touchscreen LCD Notebook"|"antonline_1113"
"Lenovo ThinkPad T480s 20L7001YUS 14in LCD Notebook"|"antonline_658"
"Lenovo ThinkPad T480 20L5000UUS 14in LCD Notebook"|"antonline_654"
"Asus S510UADS71 15.6&ampquot Laptop Intel Core i7 8GB Memory 1TB Hard Drive + 128GB Solid State Metal Gold "|"truecurate_85"
"Lenovo - Flex 6-14IKB 2-in-1 14in Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Onyx Black"|"bestbuy_756"
"HP Inc.?Envy 13-ah0010nr 8th Gen Intel Core i7-8550U Quad-Core 1.80GHz Notebook PC - 8GB RAM 256GB PCIe NVMe M.2 SSD 13.3in Full HD (1920x1080) IPS Touchscreen Display Intel UHD Graphics 620 Wi-Fi Bluetooth Webcam Windows 10 Home 64?(3WF47UAABA)"|"macmall_411"
"Acer TMP2510G2M891A 15.6 ci78550 8g 256ssd w10p"|"savingslots_385"
"Acer SP51551N51RH 15.6 ci58250u 8g 256ssd w10h"|"savingslots_520"
"Acer 15.6in Ci78550 8G 256SSD W10P"|"buydig_432"
"Alienware - 17.3in Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce GTX 1060 OC Edition - 1TB HDD + 256GB Solid State Drive - Epic Silver"|"bestbuy_139"
"HP EliteBook 840 G4"|"howardcomputer_2319"
"HP EliteBook 840 G4"|"howardcomputer_627"
"ASUS - Zenbook 15.6in Touch-Screen Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1050 Ti - 512GB SSD - Matte black"|"bestbuy_354"
"Lenovo 20L9001MUS ThinkPad T580 15.6&ampquot Laptop Intel Core i7 8GB Memory 256GB Solid State Drive Black "|"truecurate_400"
"HP ZBook 14u G5 14in Touchscreen LCD Mobile Workstation"|"antonline_291"
"HP ZBook 15 G5 15.6in Touchscreen LCD Mobile Workstation"|"antonline_153"
"Lenovo 20L9001KUS ThinkPad T580 15.6&ampquot Laptop Intel Core i5 8GB Memory 256GB Solid State Drive Black "|"truecurate_401"
"ASUS GL503GEES52 15.6 fhd i5 8300h 8gb 128gb"|"savingslots_353"
"Lenovo ThinkPad E580 15.6in Notebook Intel Core i5 - 7200U(7th Gen)"|"rlsteinway_77"
"Dell Commercial J350V 14 I5 7300U 8Gb 256Gb"|"massgenie_675"
"Dell commercial 8xw29 14 i5 8400h 8gb 256gb"|"massgenie_751"
"Acer A51751568Y Aspire 17.3&ampquot Laptop Intel Core i5 8GB Memory 1TB Hard Drive Obsidian Black "|"truecurate_312"
"DELL T5Y8D LATITUDE 5490 COREI78-8650U8GB 1DIMMS256"|"techcrave_2187"
"Lenovo - ThinkPad T580 15.6in Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Black"|"bestbuy_820"
"ASUS?VivoBook X540YA DB02 - E2 6110 / 1.5 GHz - Win 10 Home 64-bit - 4 GB RAM - 500 GB HDD - 15.6in 1366 x 768 (HD) - Radeon R2 - gold chocolate black?(X540YA-DB02)"|"macmall_628"
"Lenovo 20KH002FUS ThinkPad X1 Carbon 14&ampquot Laptop Intel Core i7 16GB Memory 1TB Solid State Drive Black "|"truecurate_526"
"ASUS - ASUSPRO P5440UF 14in Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce MX130 - 512GB Solid State Drive - Gray"|"bestbuy_301"
"Hewlett Packard EB840G5 i58250U 8G 256GB 14in"|"buydig_376"
"Hewlett Packard 840EBG4 i57200U 8G 256GB 14in"|"buydig_422"
"Hewlett Packard ZB14uG4 i77500U 8G 256GB 14in"|"buydig_494"
"Dell Latitude 5590"|"howardcomputer_89"
"Dell 14in i5 8250U 4GB 500GB SATA"|"buydig_143"
"HP Inc.?250 G6 - Core i5 7200U / 2.5 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD SED - DVD-Writer - 15.6in 1366 x 768 (HD) - HD Graphics 620 - Wi-Fi Bluetooth - dark ash silver woven texture - kbd: US?(1NW57UTABA)"|"pcmg_31"
"HP Inc.?250 G6 - Core i5 7200U / 2.5 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD SED - DVD-Writer - 15.6in 1366 x 768 (HD) - HD Graphics 620 - Wi-Fi Bluetooth - dark ash silver woven texture - kbd: US?(1NW57UTABA)"|"macmall_340"
"HP 14in ProBook 640 G2 Notebook"|"sdicraft_111"
"HP 15.6in EliteBook 850 G5 Notebook"|"sdicraft_252"
"MSI GS63VR Stealth Pro-674 Aluminum Black Gaming Laptop Computer"|"abt_70"
"MSI GT83 Titan-014 VR Ready 18.4in LCD Gaming Notebook"|"antonline_981"
"ASUS - VivoBook 15 15.6in Laptop - Intel Core i5 - 8GB Memory - 1TB + 8GB Hybrid Hard Drive - Black"|"bestbuy_332"
"Lenovo 20L5000UUS ThinkPad T480 14&ampquot Laptop Intel Core i7 8GB Memory 256GB Solid State Drive Black "|"truecurate_465"
"Lenovo ThinkPad P71 20HK"|"howardcomputer_17"
"Lenovo - ThinkPad T480 14in Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Black"|"bestbuy_813"
"ASUS - ROG Zephyrus M 15.6in Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 1TB Hybrid Drive + 256GB SSD - Black"|"bestbuy_321"
"Lenovo IdeaPad Flex 6-14IKB 81EM000AUS 14in Touchscreen LCD 2 in 1 Notebook"|"antonline_833"
"HP Inc.?ZBook 14u G5 Mobile Workstation 8th Gen Intel Core i7-8550U 1.8GHz - 8GB RAM 256GB SSD Z Turbo Drive NVMe 14in IPS 1920 x 1080 (Full HD) Radeon Pro WX 3100 / UHD Graphics 620 WiFi Bluetooth Microsoft Windows 10 Pro 64-bit - Turbo Silver?(3YE07UTABA)"|"macmall_326"
"HP EliteBook 840 G4"|"antonline_354"
"Dell Latitude 5000 5591 15.6in LCD Notebook"|"antonline_722"
"Dell Latitude 5000 5591 15.6in LCD Notebook"|"antonline_723"
"ASUS?PRO P5440UF XB74 8th Gen Intel Core i7-8550U 1.8GHz Notebook PC - 16GB RAM 512GB SSD 14in 1920 x 1080 (Full HD) NVIDIA GeForce MX130 2GB GDDR5 HD Web Camera 802.11AC Bluetooth 4.2 3-cell Li-ion Microsoft Windows 10 Pro 64-bit?(P5440UF-XB74)"|"macmall_692"
"HP 14in EliteBook 1040 G4 Multi-Touch Notebook"|"sdicraft_297"
"HP ProBook 470 G5 17.3in LCD Notebook"|"antonline_326"
"Lenovo?ThinkPad E580 20KS 8th Gen Intel Core i5-8250U Quad-Core 1.60GHz Notebook PC - 8GB RAM 256GB SSD M.2 PCIe NVMe Opal2 15.6in FHD (1920x1080) IPS Display Intel UHD Graphics 620 802.11ac 2x2 +BT4.1 720p Camera Windows 10 Pro 64 - TopSeller?(20KS003SUS)"|"macmall_263"
"Lenovo 20HH000GUS 15.6&ampquot Laptop Intel Core i7 8GB Memory NVIDIA Quadro M1200M 256GB Solid State Drive Black "|"truecurate_227"
"HP 14in EliteBook 840 G4 Notebook"|"sdicraft_147"
"HP 14in EliteBook 840 G4 Notebook"|"sdicraft_171"
"HP Pavilion Gaming 15-cx0000 15-cx0030nr 15.6in LCD Gaming Notebook"|"antonline_206"
"Hewlett Packard 15-CX0020NR Pavilion 15.6in Intel i5-8300H 8GB RAM + 16GB 1TB Gaming Laptop"|"buydig_38"
"15.6in IdeaPad 330 Multi-Touch Notebook"|"bhphotovideo_76"
"Asus UX461UADS51T ZenBook Flip 2-in-1 14&ampquot Touch-Screen Laptop Intel Core i5 8GB Memory 256GB Solid State Drive Slate Gray "|"truecurate_175"
"Lenovo 81EM0008US Flex 6-14IKB 2-in-1 14&ampquot Touch-Screen Laptop Intel Core i5 8GB Memory 256GB Solid State Drive Onyx Black "|"truecurate_388"
"Lenovo 20LD001GUS ThinkPad X1 Yoga 2-in-1 14&ampquot Touch-Screen Laptop Intel Core i5 8GB Memory 256GB Solid State Drive Black "|"truecurate_494"
"MSI GS73 STEALTH-016 17.3&ampquot Laptop Intel Core i7 16GB Memory NVIDIA GeForce GTX 1070 2TB Hard Drive + 256GB Solid State Aluminum Black "|"truecurate_350"
"HP 15-CR0077NR Pavilion x360 2-in-1 15.6&ampquot Touch-Screen Laptop Intel Core i5 8GB Memory 256GB Solid State Drive Finish In Natural Silver And Ash "|"truecurate_370"
"Lenovo?ThinkPad X1 Yoga (3rd Gen) 20LD 8th Gen Intel Core i7-8550U Quad-Core 1.80GHz Notebook PC - 8GB RAM 256GB SSD M.2 PCIe NVMe Opal2 14in FHD (1920x1080) IPS Touchscreen Display Intel UHD Graphics 620 Wi-Fi BT4.1 Windows 10 Pro 64 - Black?(20LD001KUS)"|"pcmg_655"
